2015-01-25T16:46:57+0000,"Warum nur sitzen in den Landtagen und im Bundestag so viele Personen aus dem öffentlichen Dienst, Rechtsanwälte und Leute mit Doktor Titeln? Ein Teil von denen wurde nicht demokratisch gewählt reden aber über die Verteidigung der Demokratie. Deutschland hat 299 Wahlkreise aber mehr als 600 Bundestagsabgeordnete. Wie kann es sein, dass der ehemalige Justizminister und jetzige Finanzminister ein so hohes Amt bekleiden darf, obwohl er eine 100 000 DM Spendenaffäre mit Steuerhinterziehung zu verantworten hat? Solche Leute maßen sich an andere wegen anderer Meinung an zu prangern. Haben Leute wie Pegida Anhänger kein Lebensrecht ind Deutschland? Aber angeblich politisch verfolgte werden hofiert und bestens bei uns versorgt. Diese sogenannten politisch verfolgten sind in deren Heimatländern Radikale und Terroristen. Die haten wir in den 70-ziger Jahren auch und was haben wir mit denen gemacht? Ich erinnere nur an Gudrun Enslin - Tochter eines hohen Beamten und Andreas Bader und, und.",
2014-12-12T02:58:04+0000,Der letzte Satz sagt alles über dich.... 😂😂😂,
2015-01-25T09:52:09+0000,Ist doch schön das man sich ins gemachte Nest setzt.,
2015-01-26T08:27:55+0000,Steinmeier war noch nie ein ernstzunehmender Politiker,
2015-01-14T17:20:12+0000,Da würde ich konsequent sagen zum kind du gehst da nicht hin,
2015-01-15T17:20:36+0000,http://www.billionbibles.org/sharia/islam-expansion.html,
2014-12-20T17:23:18+0000,"wenn die zeit kommt, wo ich sehen kann, dass die stadtteile der deutschen, europäischen großstädte mit einem hohen ausländeranteil nicht als soziale brennpunkte gelten, sondern als boomzentren und keimzellen für innovation und fortschritt im sozialen und wirtschaftlichen bereich, dann werde ich sagen: deutschland öffne deine tore. heute kann ich noch die menschen verstehen, welche durch den zuzug von asylanten und kriegsflüchtlingen um den sozialen verfall ihres stadtteils und der einschränkung ihrer lebensqualität fürchten.",
2015-01-12T11:54:32+0000,Die Wahrheit tut nunmal weh...^^,
2015-01-06T08:47:28+0000,"Hört doch mal auf, auf solche Fakes reinzufallen! Marcus Strauch ... 3 Freunde , das Profil ohne Historie ......",
2014-12-18T23:17:03+0000,Und google mal Sabatina James,
2014-12-15T23:41:13+0000,https://www.youtube.com/watch?v=tQ-QkvHz5sI  ES LANGT,
2015-01-25T17:08:57+0000,"schon erstaunlich, das 0,05 %,  oder weis ich wieviele, so eine politische Aufmerksamkeit erregen und so viele ""Bunte und Tolerante"" regelrecht freiderehen",
2015-01-26T18:47:49+0000,Biedermann singt von Pegida ! Wahre Helden :),
2014-12-29T18:40:58+0000,Sollte man jeden Tag im Fernsehen rauf und runter spielen um den Leuten mal zu zeigen mit was sich unsere Politiker schmücken. Diese Chaoten sind Bundesweit bei jeder Gegendemo dabei ob Dresden oder München. Für mich gehören die einfach weggesperrt!,
2015-01-12T19:18:48+0000,Nee.? Was'n da?,
2015-01-15T12:01:54+0000,"Jetzt kommen sie erst dahinter, ein Skandal ist das. So ist also für unsere Sicherheit gesorgt. Wann werden diese tickenden Zeitbomben endlich aus unserem Land entfernt??? Warum handeln die nicht sofort???",
2014-12-30T20:30:43+0000,Wir stehen 100% zu euch! Bitte besucht auch mal diese Gruppe... auch alles PEGIDA Anhänger https://www.facebook.com/profile.php?id=716349805115436...,
2015-01-20T11:41:02+0000,Das ist so nicht richtig . es werden Gespräche geführt zwecks Sicherheit der Teilnehmer . ich bitte darum nicht immer gleich solche Sachen zu verbreiten . Pegida bleibt eine Bürgerbewegung und steht zu dem was wir fordern . am Montag geht es wieder weiter .,
2015-01-05T16:39:04+0000,Ich denke alle.,
2015-01-16T23:42:45+0000,😂😂😂😂,
2015-01-18T23:10:32+0000,"Egal welche Meinung man inhaltlich hat, Spahn den besten Job in der Runde zu bescheinigen (wie es Focus tut) ist so was von absurd, das KANN nur eine bewusste Lüge sein. So blind/blöd kann niemand sein der bei Verstand ist.",
2014-12-30T09:36:43+0000,..deswegen schlägst du dich von vornerein auf die täterseite?,
2014-12-27T22:27:45+0000,"Nein Marc, das kann man natürlich nicht. - Übrigens, jetzt sind es bereits über 140 000  Unterzeichner, da kommen ja alle Stunde zehntausend dazu, na sowas! - Die haben wohl reale Muslime als Nachbarn - im Gegensatz zu sich abgehängt fühlenden Pergiden, die dringend ein Feindbild brauchen.",
2015-01-12T19:24:40+0000,Cool auch ne Möglichkeit das Kleintieren !,
2015-01-14T07:54:51+0000,Die deppen,
2014-11-30T21:08:22+0000,Immer weg damit und nicht lange fackeln,
2015-01-06T14:37:02+0000,"Beim mdr arbeiten anscheinend nur ""Profis"".",
2014-12-16T05:08:41+0000,Gemeinsam sind wir STARK!,
2015-01-19T20:19:57+0000,"Stegner ??? War es der Großvater der den Band "" Geschichte des Krieges "" schrieb ?????",
2015-01-25T08:51:06+0000,"Das ist zweifellos ein Verbrechen,Diana, aber kein Grund sich hier so aufzuführen und uns zu unterdrücken mit Meinungsterror und schlimmeren.Ich und meine ganzen Bekannten und meine Familie sowie fast alle einfachen Menschen hben denen nichts getan imGegenteil sie dürfen hier leben.Also bitte ja!",
2014-12-02T01:22:06+0000,"Ich bin stolz auf euch Dresdner , komme selber aus der Ecke ( Bautzen ). Lebe nun seit einigen Jahren in München und wenn es hier soweit ist,  bin ich sofort mit dabei.  Wenn also in München Hilfe gebraucht wird , dass mit zu organisieren , gerne an mich wenden.",
2015-01-16T02:18:33+0000,Die linken am besten auch gleich mit rausschmeißen taugen ehe nichts,
2015-01-12T22:37:55+0000,"gab es jemals in rußland eine freie volksbefragung?jetzt fehlt nur noch die behauptung die altkanzler schröder mal von sich gab,das putin ein lupenreiner demokrat sei.",
2015-01-15T11:24:15+0000,http://m.huffpost.com/de/entry/6458204?utm_source=facebook&utm_medium=social&utm_campaign=facebook-focus-online-politik&fbc=facebook-focus-online-politik&ts=201501151046,
2015-01-06T02:54:14+0000,"Traurig die Kommentare hier. 100.000 arme Seelen, mein Beileid an euch das ihr wie Lobotomisierte wirkt.",
2014-12-30T14:51:44+0000,super Kommentar solche Leute brauchen wir,
2015-01-20T13:28:41+0000,Da hat sich aber jemand Mühe gemacht .schöne Bilder! Guter Text!,
2015-01-12T22:00:12+0000,"Bitte lies das PEGIDA-Positionspapier. Integriert ist man erst, wenn man im Gastland z. B. eben NICHT klaut.",
2015-01-11T19:12:54+0000,Den wird's,
2015-01-05T13:41:16+0000,Viele Europaeische Patrioten Italiens sind mit Euch! Es lebe PEGIDA ! Viva PEGIDA !,
2015-01-09T12:18:01+0000,Ne gibt es nicht !,
2015-01-27T14:49:15+0000,"Wer lesen kann ist klar im Vorteil mein lieber Erich. Ich habe nicht geschrieben, dass Hitler deutscher War. Ich schreibe lediglich, dass in jedem Deutschen ein Hitler steckt ..",
2015-01-21T13:18:29+0000,Wenn es danach geht kannste überall eingekesselt werden,
2015-01-11T18:12:44+0000,"3. Habe ich keine Deutsche beschimpft, sondern nur pegida anhänger die unzufrieden mit ihrem Leben sind und ihre Frust an uns Moslems rauslassen",
2014-12-21T19:03:04+0000,"Wir sind ein volk! Nichts gegen die ,die hier arbeiten und unsere Kultur anerkennen! Aber wir haben unsere eigenen Probleme! Die nächste wahl kommt liebe Politiker, denkt an die FDP! Wir haben die Macht, ihr macht nichts!",
2015-01-18T12:50:51+0000,"Ah, gerade bringt Focus die Eilmeldung alle Demos und Versammlungen wären in Dresden verboten worden. Kommt im Moment rein",
2015-01-10T20:58:18+0000,Ich gebe nicht auf.Ich kämpfe für ein freies unabhängiges Deutschland und Europa.Ohne Staatlich finanzierten Terrorismus ohne Hass und Gewalt.Wo man als Deutscher egal welcher Herrkunft und Religion wieder Stolz sein kann.Mit dieser Menschenverachtenden Politik muss schluss sein.Wir alle sind Deutsche und wir sollten dafür kämpfen!Europa sollte dafür kämpfen!,
2015-01-27T09:59:00+0000,"Ich bin froh das es Hermann gibt. Da sieht man ja, was für verkappte dumme Menschen es einfach gibt. Die haben keine Argumente, die haben einfach nur ne große Klappe... Lieber Hermann, schütte du einfach schön jeden Abend dein Bier in den Hals und mach andere für deine Probleme verantwortlich...",
2015-01-11T09:49:18+0000,"Die hässliche Merkel war doch in Hamburg zu Besuch... Denk eher, dass die Antifa dahinter steckt... Denn, sowas is kein Zufall das die ferkel dort is u einen tag später passiert sowas...",
2015-01-15T12:56:30+0000,Einsperren würde mir schon reichen... aber das passiert ja auch nicht.,
2014-12-12T14:28:47+0000,Es hat nichts mit Fremdenfeindlichkeit zu tun. Die Bewegung besteht nur aus besorgten Bürgern und ich habe ein Video aus einem amerikanischen Musical gepostet. Auf dem Papier ist alles in Ordnung oder? Die Menschen sind müde davon? Lieber müde Menschen als wieder Menschen in Gaskammern.,
2015-01-14T19:16:04+0000,"In der alten Grundschule meiner Tochter gibt es das schon. Schwein ist weg vom Menu, da ansonsten die muslimischen Kinder nicht aus der selben Küche essen würden.",
2015-01-20T19:50:26+0000,"Frag nicht nach Sonnenschein was die manchmal für Geldbündel haben. Hier waren drei, die hatten sofort nach Ankunft nagelneue Notebooks vom media Markt für 750  € pro Stück und verlangten das ich mein Wi-Fi zur Verfügung stelle.",
2015-01-21T09:41:49+0000,Das wird der Hammer wenn heute Abend in Leipzig 60.000 auf die Strasse gehena bekommt die Lügenpresse Probleme mit der Vertuschung,
2014-12-22T23:46:09+0000,"Auch Dir ein Frohes Fest, Su Si - P.S.: gekauft bin ich übrigens nicht, und unwissend möchte ich auch abstreiten ;-)",
2015-01-26T22:01:39+0000,Frankfurt.,
2015-01-07T15:05:52+0000,DIES IST KEIN SPIEL,
2015-01-13T12:20:50+0000,Genau wegen derartiger Arroganz und Gewaltverherrlichender Äußerungen verstehe ich jeden zivilisierten Europäer der Angst vorm Islam hat. Im übrigen hat die Germanen kein Römer besiegt aber Europa hat euch Barbaren schon einmal vor Wien in die Knie gezwungen.Leider nicht weit genug zurück gedrängt sonst würde das Gebiet der heutigen Türkei  noch zu Griechenland  bzw Mazedonien gehören und somit zu Europa!!,
2014-12-22T22:53:30+0000,17.000 nicht über 20.000  - mal schön bei der Wahrheit bleiben!,
2015-01-14T14:48:23+0000,"@Name    Was ist in unserer Gesellschaft höherwertiger ? Das Grundgesetz Deutschlands oder der Koran und seine Regeln ? Bisher hat kein einziger Moslem mir diese Frage beantwortet und solange das so ist, habe ich Angst vor dem Islam.... Ach ja. Ich habe den Koran gelesen, auch die internetseiten der Islamverbände, auf denen z.B. die Aussagen Erdogans, dass Gleichberechtigung unnatürlich sei, bestätigt werden. Wie sieht´s mit Dir aus ? Hast Du Ahnung ?",
2015-01-24T11:10:17+0000,Das find ich eine gute Idee!!! :-),
2015-01-14T16:22:10+0000,"Wenn man inhaltlich nicht angreifen kann, muss man eben die Bildungskeule ausfahren...Die Leichen im Keller oder die Kommas im Satz..Die neue Art der Nazikeule... Mangelnde Rechtschreibung ein Versagen der Bildungspolitik oder des Menschen?",
2015-01-20T11:00:42+0000,"Was schreiben die da fuer wirres, krankes, dummes Zeug? :D",
2015-01-12T19:58:46+0000,"Siehste, auch deinetwegen gibt es PEGIDA",
2015-01-06T10:47:05+0000,Nicht original Wortlaut. Aber original Geschehnis...,
2014-12-18T17:23:02+0000,Die Söldner der linken Dogmatiker und der Politmafia.,
2015-01-02T20:38:59+0000,"@Mustafa: Bei 80 Mio. Einwohner in der BRD, gibt es grade mal 5 Mio. Muslime! Unter diesen 5 Mio. Muslimen sind grade mal 10%, die ihre Religion ernst nehmen und danach leben. Hier geborene Muslime sind überwiegend ""nur auf Papier""-Muslime! So wie meine Wenigkeit! Was wäre anders, wenn es 20 Mio. Muslime in der BRD gibt? Würden sich irgendwelche Gesetze ändern? Nein! Würden christliche Feste oder Bräuche wegfallen oder verboten werden? Nein! In einer Demokratie herrscht Religionsfreiheit und was noch wichtiger ist ""Laizismus""! Jeder übt seine Religion nach belieben aus und der Staat mischt sich nicht ein (Obwohl die BRD sich nicht daran hält aber das ist eine andere Geschichte). PEGIDA-Anhänger tun so als würden Muslime christliche Feste verbieten und Kirchen abreissen lassen, wenn sie die Mehrheitsgesellschaft stellen (bildlich gesprochen)! Welche Nachteile würden sich für die christliche Mehrheitsgesellschaft ergeben, wenn die Muslime 20 Mio. oder mehr in der BRD ausmachen?",
2015-01-25T17:50:43+0000,"Wenn ich in Sachsen Wohnen würde,wäre ich dabei.Ihr seit Super.",
2015-01-26T21:52:00+0000,"Linke Chaoten, Grüne/SPD und Co. - die sind intolerant - sieht man bei jeder Gegendemonstration !! Können sich nur mit Gewalt und Beschimpfungen wehren - einfach nur armselig",
2015-01-03T15:59:58+0000,Und gute Idee übrigens!,
2015-01-07T12:08:41+0000,"LEUTE, ABER MAL IM ERNST! ...OB ES SO VIELLEICHT GEWOLLT IST, DASS DER AMI BALD EUROPA WEGEN DEM ""ISLAM-TERROR"" BOMBARDIEREN KANN???",
2015-01-26T21:41:47+0000,Nur die Hälfte der erwarteten Menge gekommen? :),
2014-12-20T22:16:35+0000,"Sonst geht's dir noch gut, Helena Fau?",
2015-01-14T17:35:08+0000,Soviel zur intergrierung...,
2015-01-10T22:17:18+0000,"Andreas Hula was hast du nur für einen dreckigen Charakter, hat dich Mami nicht richtig erzogen , das zeigt das du eine beschissene Kindheit hattest. Das tut mir Natürlich leid. Komm zu Papa ich erziehe dich richtig.",
2014-12-17T20:26:51+0000,Deutschland. Dies nenne ich puren Hass gegen das eigene Volk.,
2015-01-10T11:25:03+0000,"ALLES das Programm, das Auftreten, die Gesinnung, der Beginn und hoffentlich NICHT das Ende.",
2014-12-29T21:05:45+0000,Wieviel intelligenzquotient braucht man um sachen papageienartig zu wiederholen...ich nehme an wenig....das ist die sorte von mensch die unsere politiker brauchen ....systemmarionetten die widerspruchslos und ihrer eigenen meinung beraubt alles als richtig hinnehmen,
2015-01-04T07:18:25+0000,Ist das nicht eine morddrohung,
2015-01-07T15:02:03+0000,Ihr kehrt uns doch auch in eine Schublade .......,
2014-12-21T00:29:11+0000,"Da seht ihr doch, wer der wahre Feind ist.",
2015-01-22T16:30:23+0000,Soll ich oder machst du?,
2015-01-06T09:22:47+0000,Sieht stark nach einem Fake-Account aus.,
2015-01-22T10:19:24+0000,Und warum sind Sie dann hier Herr Neurer?,
2014-12-20T14:32:22+0000,"Fotoagentur? Ja und? Die leben vom liefern von Bildmaterial, wovon denn sonst? Soll eine Fotoagentur Aufträge ablehnen, weil ihr der Auftraggeber persönlich nicht passt? Sollen Fotografen Dich nicht fotografieren, wenn Du ein Passbild brauchst, ihnen aber Dein Antlitz missfällt? So ein Quark! Bachmann hat eine Fotoagentur betrieben - steinigt ihn!",
2015-01-06T09:56:37+0000,Glückwünsche aus Österreich :D Na dann !,
2015-01-24T13:33:03+0000,"Nein, denn wir wollen aller Welt zeigen wie es um die Demokrtie in Deutschland bestellt ist. Macht bitte weiter.",
2015-01-06T08:20:45+0000,Hatte 10 Stunden NachtDienst !,
2015-01-21T10:12:13+0000,"Da stimme ich dir voll zu, Deutschland ist so ein tolles Land auch wenn manchmal die Politik zu wünschen übrig lässt",
2015-01-19T21:32:30+0000,"Keine Sorge, uns wirst du nicht drohen. Wir werden uns verteidigen.",
2015-01-13T12:24:36+0000,Ich denke die Polizei hattet und habt ihr nötiger,
2014-12-19T22:23:27+0000,"Man sollte aufpassen, zuviel von positiver Zuwanderung zu reden. Das zerstört,wenn Sozialisten herumpfuschen, den Lohnmarkt. Andererseits müsste man aktiver sanktionieren, wenn man nicht ordentlich arbeitet und die gültigen Rechte stärker umsetzen. Gleichzeitig muss man sich von Putin abgrenzen und vom Bolschewismus.",
2015-01-26T20:24:15+0000,Der lässt von der EU momentan keinen rein...,
2015-01-07T15:16:23+0000,Das ist nur all zu verständlich!,
2015-01-26T08:19:51+0000,"Also wenn ich die Berichterstattung wieder lese/schaue dann Krieg ich Kopfschmerzen. ""17.300 Teilnehmer bei Pegida - Ist das nun endlich das Ende vom Spuk?""...Man sollte unbedingt Bedenken das wir a) Aufgrund der LUTZ-Affäre einen Negativen Image-Schaden erlitten haben, die Presse, die Politik haben das Hitler-Foto und Co knallhart ausgeschlachtet um Pegida  zu zerschlagen. b) Sonntag als Demo-Tag ist ungünstig für viele c) Zu kurzfristige PLANÄNDERUNG von Montag auf Sonntag z.b, desto erstaunlicher ist aber das wir trotzdem Soviele waren, ich hatte Anfangs Bedenken das nach LUTZ seinem Rücktritt das das Ende war...Ich garantiere, und da stimmen mir sicherlich die meisten zu, bei den nächsten Spaziergängen/Kundgebungen geht es wieder steil nach oben nun wo Deutschland  sieht: Pegida?LÄUFT! Auch ohne Lutz sind und bleiben wir unbequem. Wir haben noch lange nicht unseren Höhepunkt erreicht. Wir werden auch weiterhin das Bettlagen nicht weglegen und durch Deutschland  spuken...Irgendjemand muss der Obrigkeit doch das Fürchten lehren!!!! 😂😂😂",
2014-12-29T18:11:00+0000,"Wofür der Mann sein (bzw. mein) Geld bekommt, verstehe ich immer weniger...",
2015-01-25T19:59:10+0000,"Und die Juden haben hier so gut gelebt, dass es über die Jahrhunderte immer wieder Verfolgungen gab",
2015-01-18T12:43:25+0000,Sehr schade... 😞,
2015-01-26T06:19:31+0000,Da hab ich mich gestern schon übel drüber aufgeregt- so ein Blödsinn.... -.-,
2015-01-20T02:52:57+0000,https://www.facebook.com/patrick.mrrios/posts/708545259263340,
2014-12-29T11:02:51+0000,"Ja, gibt auch Hohlköppe. Am besten Petition ohne Kommentarfunktion.",
2015-01-12T18:42:46+0000,"Joerg, wo denkst du hin! Die ""Macher"" von letzten Samstag konnten es überhaupt nichts leisten, handzuverlesen. Jeder Hansel zählte!",
2015-01-19T17:31:32+0000,"Wenn ich mir die Kommentare hier so ansehe,werden ganz andere christliche (und deutsche) Werte abgeschafft... *rolleyes*",
2015-01-17T13:37:51+0000,"Samia Tuana meine güte, bist du BLÖD. Sperrt dieses weib von dieser seite. Ist ja nicht zum aushalten.",
2015-01-14T19:17:26+0000,https://www.youtube.com/watch?v=mAEZrGoEQjc,
2015-01-12T18:36:39+0000,Ein historisches Ereignis ------------ (y),
2014-12-16T10:41:42+0000,Zwischen ekligen Dreck und Bildzeitung ist KEIN Unterschied,
2014-12-24T01:34:30+0000,"Und hört auf den Den geschichtsträchtigen Spruch: ""wir sind das Volk"" so jämmerlich und schändlich zu missbrauchen",
2015-01-14T13:15:42+0000,"PS. Kleiner Tipp am Rande: Mit dem kostenlosen Programm YouTubeDownloader kann man dieses Video runterladen und in Ruhe, beispielsweise auf dem Fernsehgerät ansehen.",
2015-01-16T07:59:18+0000,"Wer zu blöd ist, das PEGIDA Positionspapier zu lesen und zu versthen, der sollte die Klappe halten !!!!!!!!!!!",
2014-12-10T17:52:54+0000,"Ich glaube kaum das sich einer verabschiedet, ich sehe das persöhnlich falsch jemanden als rechts, linKs oder liberall einzustufen. Soweit sind sind alle nicht auseinander, man muss die goldene Mitte finden, was leider die CDU (meine alte wahlpartei nicht mehr ist). Jeder ist Willkommen, der Grundtext steht, wo ich selbst schon einzelne Kritikpunkte und gute Punkte gefunden  habe. Aber das Asylthema muss ohne Schonung irgendwelcher Interessen angegangen werden!",
2015-01-26T17:46:49+0000,"Kevin, Freitag Connewitz! Da is Party 🎉.",
2015-01-21T11:35:06+0000,Bitte beachten: Die Konsequenzen fordert einer von Pegida - keiner von außen....!,
2014-12-28T17:52:43+0000,"Nicht nerven!! Geh auf ein Forum wo du dich austoben kannst. Wenn es dir hier nicht passt, verschwinde doch einfach und höre auf andere zu belästigen.",
2015-01-07T18:20:24+0000,Super und klar geschrieben. Direkt aus dem Herzen des Bürgers!,
2014-12-02T10:05:39+0000,nein wir sind doch aber klug und lassen uns nicht provozieren beim nächsten Mal werden wir uns den Weg mit Weihnachtsliedern frei singen...,
2015-01-14T15:09:14+0000,"Erst das eigene Volk aufhetzen, danach die halbe Welt und dann gibt's wieder einen Trauermarsch. Diese Heuchelei ist ja schon fast wieder lustig.",
2015-01-14T10:52:49+0000,Hast du von der Pegida schon Tote gesehen?,
2014-12-22T18:07:46+0000,Respekt Dresden..... Tiefe Verneigung,
2015-01-25T10:30:07+0000,"Wären die Juden dem alten Testament Tora anhängen, gilt für die Christen das neue Testament weil ein neuer Bund mit Gott geschlossen wurde mit dem Tod Jesu.",
2015-01-20T20:10:13+0000,"ja genau, Lutz Bachmann ist nämlich total lustig und ein Menschenfreund...",
2015-01-14T21:16:33+0000,Das sind keine Mörder !,
2014-12-22T21:54:13+0000,"Sidy Villaa wir hatte keine Überfremdung ! Die DDR hatte im Rahmen der Sozialistischen Bruderhilfe einige Gastarbeiter aus Ungarn, Cuba und aus einigen afrikanischen Ländern, naja nicht zu vergessen noch die Rote Armee. Aber alles war friedlicher und nicht so Gewalttätig wie heute in der gesamten Bunten Republik Deutschland.",
2015-01-13T11:14:21+0000,https://www.youtube.com/watch?v=V73R2w8Cerk#t=217,
2015-01-14T19:01:23+0000,ist schon traurig,
2015-01-06T18:50:31+0000,https://www.youtube.com/watch?v=Ab5CBZQClFE,
2014-12-10T13:32:26+0000,"Wäre es nicht schön, solche Worte auch von einem deutschen Spitzenpolitiker zu hören?",
2015-01-12T19:58:09+0000,Gruß zurück.,
2015-01-23T12:31:29+0000,Langsam wird's lächerlich,
2015-01-19T09:13:49+0000,"Wobei ich denke das der Islam für viele Migranten nur eine sekundäre Religion ist und Sie sich für ihren Glauben einen Scheiß interessieren. Genau wie PEGIDA den Schutz des christlich-jüdischen Abendlandes fordert, obwohl sich für den christlichen Glauben und seine dazugehörigen Werte nur ""Wenige"" einsetzen. Vom Judentum ganz abgesehen.",
2014-12-22T05:56:15+0000,@Florian: bitte erst den Kampf gegen die Pubertät gewinnen und sich dann nocheinmal dem Kampf für die Demokratie widmen. Andersherum wird das nichts.,
2015-01-24T12:00:37+0000,bild.de/inland/illegale-migration/trotz-urteil-145000-abgeschobene-asylbewerber-noch-da-38006600.bild.html,
2014-12-07T18:14:40+0000,👍,
2015-01-19T11:35:36+0000,"irgendeiner hat sicher verbotene pornos heruntergeladen, da bin ich mir sicher)",
2014-12-22T21:30:45+0000,@Martin: Thank you. Just ignore Andrea's comment - we're glad about Europe of different peoples respecting each other's culture and language.,
2015-01-05T20:57:41+0000,Super,
2014-12-30T23:43:50+0000,"...sagt jemand, der sich Kermit nennt. Sehr mutig!",
2015-01-21T13:14:12+0000,Deutschland ist gerade dabei durch den ESM Schirm sich runterzuwirtschaften. Wir sitzen alle im gleichen Boot.,
2015-01-26T10:45:13+0000,"He Je, Subventionen.... aber klar, diese geben Dritt- und Viertklassigkeit einen ungerechtfertigten Vorteil",
2014-12-27T23:23:32+0000,A Million war guat!,
2015-01-12T14:31:11+0000,http://www.t-online.de/nachrichten/deutschland/gesellschaft/id_72454778/franzoesische-karikaturisten-kritisieren-pegida-bewegung.html,
2014-12-30T23:16:37+0000,Schön gesprochen. Besser hätt Ichs selber nicht hinbekommen.,
2014-12-26T22:10:56+0000,unterschrieben,
2015-01-06T01:46:25+0000,Also lieber ruhig sein Peter 😄😄,
2015-01-23T15:42:54+0000,Hey Jonas du sagst: Die meisten Ausländer haben den 3fachen iq von euch. Aber 3 mal null iss leider auch nicht mehr als null. Bitte trollen!,
